,id,origin,entity,category
6667,38377,GetOnBoard,react,programming language
6668,38377,GetOnBoard,angular.js,programming language
6669,38377,GetOnBoard,vuejs,programming language
6688,38377,GetOnBoard,nodejs,programming language
6690,38377,GetOnBoard,ruby on rails,programming language
6692,38377,GetOnBoard,react,programming language
6693,38377,GetOnBoard,angular.js,programming language
6694,38377,GetOnBoard,vuejs,programming language
6713,38377,GetOnBoard,nodejs,programming language
6715,38377,GetOnBoard,ruby on rails,programming language
6717,38377,GetOnBoard,react,programming language
6718,38377,GetOnBoard,angular.js,programming language
6719,38377,GetOnBoard,vuejs,programming language
6738,38377,GetOnBoard,nodejs,programming language
6740,38377,GetOnBoard,ruby on rails,programming language
6742,38377,GetOnBoard,react,programming language
6743,38377,GetOnBoard,angular.js,programming language
6744,38377,GetOnBoard,vuejs,programming language
6763,38377,GetOnBoard,nodejs,programming language
6765,38377,GetOnBoard,ruby on rails,programming language
6767,38377,GetOnBoard,react,programming language
6768,38377,GetOnBoard,angular.js,programming language
6769,38377,GetOnBoard,vuejs,programming language
6788,38377,GetOnBoard,nodejs,programming language
6790,38377,GetOnBoard,ruby on rails,programming language
6792,38377,GetOnBoard,react,programming language
6793,38377,GetOnBoard,angular.js,programming language
6794,38377,GetOnBoard,vuejs,programming language
6813,38377,GetOnBoard,nodejs,programming language
6815,38377,GetOnBoard,ruby on rails,programming language
6817,38377,GetOnBoard,react,programming language
6818,38377,GetOnBoard,angular.js,programming language
6819,38377,GetOnBoard,vuejs,programming language
6835,39686,GetOnBoard,python,programming language
6866,39686,GetOnBoard,python,programming language
6897,39686,GetOnBoard,python,programming language
6928,39686,GetOnBoard,python,programming language
6959,39686,GetOnBoard,python,programming language
6990,39686,GetOnBoard,python,programming language
7021,39686,GetOnBoard,python,programming language
7052,39686,GetOnBoard,python,programming language
7083,39686,GetOnBoard,python,programming language
7114,39686,GetOnBoard,python,programming language
7145,39686,GetOnBoard,python,programming language
7176,39686,GetOnBoard,python,programming language
7207,39686,GetOnBoard,python,programming language
7238,39686,GetOnBoard,python,programming language
7269,39686,GetOnBoard,python,programming language
7300,39686,GetOnBoard,python,programming language
7359,39875,GetOnBoard,java,programming language
7400,39875,GetOnBoard,java,programming language
7441,39875,GetOnBoard,java,programming language
7482,39875,GetOnBoard,java,programming language
7523,39875,GetOnBoard,java,programming language
7564,39875,GetOnBoard,java,programming language
7605,39875,GetOnBoard,java,programming language
7646,39875,GetOnBoard,java,programming language
7687,39875,GetOnBoard,java,programming language
7728,39875,GetOnBoard,java,programming language
7769,39875,GetOnBoard,java,programming language
7810,39875,GetOnBoard,java,programming language
7851,39875,GetOnBoard,java,programming language
7892,39875,GetOnBoard,java,programming language
7933,39875,GetOnBoard,java,programming language
7974,39875,GetOnBoard,java,programming language
8002,39286,GetOnBoard,java,programming language
8002,39286,GetOnBoard,11,programming language
8003,39286,GetOnBoard,angular.js,programming language
8018,39286,GetOnBoard,java,programming language
8018,39286,GetOnBoard,11,programming language
8019,39286,GetOnBoard,angular.js,programming language
8034,39286,GetOnBoard,java,programming language
8034,39286,GetOnBoard,11,programming language
8035,39286,GetOnBoard,angular.js,programming language
8050,39286,GetOnBoard,java,programming language
8050,39286,GetOnBoard,11,programming language
8051,39286,GetOnBoard,angular.js,programming language
8066,39286,GetOnBoard,java,programming language
8067,39286,GetOnBoard,python,programming language
8070,39286,GetOnBoard,angular.js,programming language
8079,39286,GetOnBoard,java,programming language
8079,39286,GetOnBoard,11,programming language
8080,39286,GetOnBoard,angular.js,programming language
8095,39286,GetOnBoard,java,programming language
8095,39286,GetOnBoard,11,programming language
8096,39286,GetOnBoard,angular.js,programming language
8111,39286,GetOnBoard,java,programming language
8111,39286,GetOnBoard,11,programming language
8112,39286,GetOnBoard,angular.js,programming language
8127,39286,GetOnBoard,java,programming language
8127,39286,GetOnBoard,11,programming language
8128,39286,GetOnBoard,angular.js,programming language
8143,39286,GetOnBoard,java,programming language
8144,39286,GetOnBoard,python,programming language
8147,39286,GetOnBoard,angular.js,programming language
8156,39286,GetOnBoard,java,programming language
8156,39286,GetOnBoard,11,programming language
8157,39286,GetOnBoard,angular.js,programming language
8172,39286,GetOnBoard,java,programming language
8172,39286,GetOnBoard,11,programming language
8173,39286,GetOnBoard,angular.js,programming language
8188,39286,GetOnBoard,java,programming language
8188,39286,GetOnBoard,11,programming language
8189,39286,GetOnBoard,angular.js,programming language
8204,39286,GetOnBoard,java,programming language
8204,39286,GetOnBoard,11,programming language
8205,39286,GetOnBoard,angular.js,programming language
8220,39286,GetOnBoard,java,programming language
8221,39286,GetOnBoard,python,programming language
8224,39286,GetOnBoard,angular.js,programming language
8233,39286,GetOnBoard,java,programming language
8233,39286,GetOnBoard,11,programming language
8234,39286,GetOnBoard,angular.js,programming language
8249,39286,GetOnBoard,java,programming language
8249,39286,GetOnBoard,11,programming language
8250,39286,GetOnBoard,angular.js,programming language
8265,39286,GetOnBoard,java,programming language
8265,39286,GetOnBoard,11,programming language
8266,39286,GetOnBoard,angular.js,programming language
8281,39286,GetOnBoard,java,programming language
8281,39286,GetOnBoard,11,programming language
8282,39286,GetOnBoard,angular.js,programming language
8297,39286,GetOnBoard,java,programming language
8298,39286,GetOnBoard,python,programming language
8301,39286,GetOnBoard,angular.js,programming language
8533,39659,GetOnBoard,python,programming language
8534,39659,GetOnBoard,streamlit,programming language
8558,39659,GetOnBoard,python,programming language
8559,39659,GetOnBoard,streamlit,programming language
8583,39659,GetOnBoard,python,programming language
8584,39659,GetOnBoard,streamlit,programming language
8608,39659,GetOnBoard,python,programming language
8609,39659,GetOnBoard,streamlit,programming language
8633,39659,GetOnBoard,python,programming language
8634,39659,GetOnBoard,streamlit,programming language
8658,39659,GetOnBoard,python,programming language
8659,39659,GetOnBoard,streamlit,programming language
8683,39659,GetOnBoard,python,programming language
8684,39659,GetOnBoard,streamlit,programming language
8708,39659,GetOnBoard,python,programming language
8709,39659,GetOnBoard,streamlit,programming language
8733,39659,GetOnBoard,python,programming language
8734,39659,GetOnBoard,streamlit,programming language
8758,39659,GetOnBoard,python,programming language
8759,39659,GetOnBoard,streamlit,programming language
8783,39659,GetOnBoard,python,programming language
8784,39659,GetOnBoard,streamlit,programming language
8808,39659,GetOnBoard,python,programming language
8809,39659,GetOnBoard,streamlit,programming language
8833,39659,GetOnBoard,python,programming language
8834,39659,GetOnBoard,streamlit,programming language
8858,39659,GetOnBoard,python,programming language
8859,39659,GetOnBoard,streamlit,programming language
8883,39659,GetOnBoard,python,programming language
8884,39659,GetOnBoard,streamlit,programming language
8908,39659,GetOnBoard,python,programming language
8909,39659,GetOnBoard,streamlit,programming language
8920,39900,GetOnBoard,spring boot,programming language
8922,39900,GetOnBoard,java,programming language
8923,39900,GetOnBoard,javascript,programming language
8928,39900,GetOnBoard,react,programming language
8929,39900,GetOnBoard,spring boot,programming language
8931,39900,GetOnBoard,.net,programming language
9324,39666,GetOnBoard,apps,programming language
9336,39666,GetOnBoard,ios,programming language
9337,39666,GetOnBoard,android,programming language
9359,39666,GetOnBoard,apps,programming language
9371,39666,GetOnBoard,ios,programming language
9372,39666,GetOnBoard,android,programming language
9394,39666,GetOnBoard,apps,programming language
9406,39666,GetOnBoard,ios,programming language
9407,39666,GetOnBoard,android,programming language
9429,39666,GetOnBoard,apps,programming language
9441,39666,GetOnBoard,ios,programming language
9442,39666,GetOnBoard,android,programming language
9464,39666,GetOnBoard,apps,programming language
9476,39666,GetOnBoard,ios,programming language
9477,39666,GetOnBoard,android,programming language
9499,39666,GetOnBoard,apps,programming language
9511,39666,GetOnBoard,ios,programming language
9512,39666,GetOnBoard,android,programming language
9534,39666,GetOnBoard,apps,programming language
9546,39666,GetOnBoard,ios,programming language
9547,39666,GetOnBoard,android,programming language
9569,39666,GetOnBoard,apps,programming language
9581,39666,GetOnBoard,ios,programming language
9582,39666,GetOnBoard,android,programming language
9604,39666,GetOnBoard,apps,programming language
9616,39666,GetOnBoard,ios,programming language
9617,39666,GetOnBoard,android,programming language
9639,39666,GetOnBoard,apps,programming language
9651,39666,GetOnBoard,ios,programming language
9652,39666,GetOnBoard,android,programming language
9674,39666,GetOnBoard,apps,programming language
9686,39666,GetOnBoard,ios,programming language
9687,39666,GetOnBoard,android,programming language
9709,39666,GetOnBoard,apps,programming language
9721,39666,GetOnBoard,ios,programming language
9722,39666,GetOnBoard,android,programming language
